sample_id,lfdn,lfdn_key,source_var,response_text_raw,response_text,n_words,n_chars,stratum,response_freq,sample_seed,pre001,ostwest,sup057
gles_mip_v1_0173,942,942,pre020s,Dass die Politiker Sachen versprechen und nicht einhalten. Finanzierung von waffen. Sich in zu viele Dinge einmischen,Dass die Politiker Sachen versprechen und nicht einhalten. Finanzierung von waffen. Sich in zu viele Dinge einmischen,17,117,elaborated,1,2025,female,West Germany,1 left
gles_mip_v1_0174,9128,9128,pre020s,"Flüchtlinge, Steuern, erhöhte Kosten, niedrige Löhne","Flüchtlinge, Steuern, erhöhte Kosten, niedrige Löhne",6,52,elaborated,1,2025,female,West Germany,11 right
gles_mip_v1_0175,8136,8136,pre020s,Menschen verharren auf ihrer Meinung und lassen keine andere zu.,Menschen verharren auf ihrer Meinung und lassen keine andere zu.,10,64,elaborated,1,2025,female,West Germany,3
gles_mip_v1_0176,166,166,pre020s,Sozialstaat der nicht mehr Fordert sondern Sozialausgaben einfach verteilt,Sozialstaat der nicht mehr Fordert sondern Sozialausgaben einfach verteilt,9,74,elaborated,1,2025,male,West Germany,6
gles_mip_v1_0177,4544,4544,pre020s,Wirtschaft,Wirtschaft,1,10,single_word,1133,2025,female,West Germany,6
gles_mip_v1_0178,2530,2530,pre020s,Asylpolitik bzw. was daraus gemacht wird.,Asylpolitik bzw. was daraus gemacht wird.,6,41,elaborated,1,2025,female,West Germany,3
gles_mip_v1_0179,510,510,pre020s,"Alt Parteien , machen was sie wollen,","Alt Parteien , machen was sie wollen,",6,37,elaborated,1,2025,male,East Germany,9
gles_mip_v1_0180,1538,1538,pre020s,Zu hohe Ausgaben für Soziales,Zu hohe Ausgaben für Soziales,5,29,elaborated,1,2025,male,West Germany,7
gles_mip_v1_0181,7546,7546,pre020s,Migration,Migration,1,9,single_word,1128,2025,male,West Germany,8
gles_mip_v1_0182,2148,2148,pre020s,geld im Ausland verschleudern,geld im Ausland verschleudern,4,29,short_phrase,1,2025,male,East Germany,8
gles_mip_v1_0183,4980,4980,pre020s,Soziale Gerechtigkeit,Soziale Gerechtigkeit,2,21,short_phrase,40,2025,female,West Germany,3
gles_mip_v1_0184,1132,1132,pre020s,Die nicht genau bekannte Zahl an Flüchtlingen,Die nicht genau bekannte Zahl an Flüchtlingen,7,45,elaborated,1,2025,male,West Germany,6
gles_mip_v1_0185,7611,7611,pre020s,Verschuldung,Verschuldung,1,12,single_word,2,2025,male,West Germany,4
gles_mip_v1_0186,8395,8395,pre020s,Klimawandel,Klimawandel,1,11,single_word,89,2025,male,West Germany,4
gles_mip_v1_0187,5135,5135,pre020s,Flüchtlinge,Flüchtlinge,1,11,single_word,85,2025,male,East Germany,7
gles_mip_v1_0188,2924,2924,pre020s,Migration,Migration,1,9,single_word,1128,2025,male,West Germany,9
gles_mip_v1_0189,5639,5639,pre020s,Flüchtlinge,Flüchtlinge,1,11,single_word,85,2025,male,West Germany,7
gles_mip_v1_0190,6408,6408,pre020s,Asyl,Asyl,1,4,single_word,76,2025,male,West Germany,6
gles_mip_v1_0191,4166,4166,pre020s,Illegale Einwanderung,Illegale Einwanderung,2,21,short_phrase,13,2025,male,East Germany,5
gles_mip_v1_0192,3969,3969,pre020s,Wirtschaft,Wirtschaft,1,10,single_word,1133,2025,male,West Germany,6
gles_mip_v1_0193,1980,1980,pre020s,Stärkung der Wirtschaft,Stärkung der Wirtschaft,3,23,short_phrase,6,2025,male,West Germany,4
gles_mip_v1_0194,116,116,pre020s,Dass es (noch) keine Millionärssteuer gibt,Dass es (noch) keine Millionärssteuer gibt,6,42,elaborated,1,2025,female,West Germany,3
gles_mip_v1_0195,2702,2702,pre020s,Wirtschaftliche Lage,Wirtschaftliche Lage,2,20,short_phrase,99,2025,female,West Germany,Not ratable
gles_mip_v1_0196,8333,8333,pre020s,Anstieg rechtsextremer politischer Gesinnung,Anstieg rechtsextremer politischer Gesinnung,4,44,short_phrase,1,2025,male,West Germany,3
gles_mip_v1_0197,6584,6584,pre020s,Wirtschaftliche Entwicklung,Wirtschaftliche Entwicklung,2,27,short_phrase,48,2025,male,West Germany,5
gles_mip_v1_0198,4336,4336,pre020s,Rente soziales,Rente soziales,2,14,short_phrase,1,2025,male,West Germany,3
gles_mip_v1_0199,8571,8571,pre020s,Bezahlbarkeit der Mieten und Umlagen,Bezahlbarkeit der Mieten und Umlagen,5,36,elaborated,1,2025,female,West Germany,6
gles_mip_v1_0200,884,884,pre020s,"die AFD, ihre Botschaften und die Art diese zu verbreiten","die AFD, ihre Botschaften und die Art diese zu verbreiten",10,57,elaborated,1,2025,female,West Germany,5
gles_mip_v1_0201,6905,6905,pre020s,"Stimmung wird , bei berechtigter Kritik, runter geredet","Stimmung wird , bei berechtigter Kritik, runter geredet",7,55,elaborated,1,2025,male,West Germany,2
gles_mip_v1_0202,6481,6481,pre020s,zunehmender Rassismus und Fremdenfeindlichkeit,zunehmender Rassismus und Fremdenfeindlichkeit,4,46,short_phrase,1,2025,female,West Germany,Not ratable
gles_mip_v1_0203,5799,5799,pre020s,Asylanten,Asylanten,1,9,single_word,52,2025,female,West Germany,Not ratable
gles_mip_v1_0204,5429,5429,pre020s,Migrations Politik,Migrations Politik,2,18,short_phrase,2,2025,male,West Germany,9
gles_mip_v1_0205,3660,3660,pre020s,Keine Führungspersönlichkeit an der Spitze,Keine Führungspersönlichkeit an der Spitze,5,42,elaborated,1,2025,male,West Germany,6
gles_mip_v1_0206,1684,1684,pre020s,"Die vielen Flüchtlinge, Und die inflation","Die vielen Flüchtlinge, Und die inflation",6,41,elaborated,1,2025,female,West Germany,8
gles_mip_v1_0207,3211,3211,pre020s,Rechtsruck,Rechtsruck,1,10,single_word,46,2025,male,West Germany,5
gles_mip_v1_0208,1386,1386,pre020s,Der Wohnungs Mangel,Der Wohnungs Mangel,3,19,short_phrase,1,2025,female,East Germany,5
gles_mip_v1_0209,6302,6302,pre020s,Zu viel Geld für das Ausland und nichts für deutsche,Zu viel Geld für das Ausland und nichts für deutsche,10,52,elaborated,1,2025,female,West Germany,Not ratable
gles_mip_v1_0210,3576,3576,pre020s,Gewalt durch Flüchtlinge,Gewalt durch Flüchtlinge,3,24,short_phrase,1,2025,female,East Germany,6
gles_mip_v1_0211,6323,6323,pre020s,Ungleichbehandlung  FAMILIEN arbeiten und Sozialhilfeempfänger,Ungleichbehandlung FAMILIEN arbeiten und Sozialhilfeempfänger,5,61,elaborated,1,2025,female,West Germany,1 left
gles_mip_v1_0212,4089,4089,pre020s,Wirtschaft wieder in Schwung bringen,Wirtschaft wieder in Schwung bringen,5,36,elaborated,1,2025,female,East Germany,5
gles_mip_v1_0213,8979,8979,pre020s,Trump und Ukraine,Trump und Ukraine,3,17,short_phrase,1,2025,male,West Germany,7
gles_mip_v1_0214,3796,3796,pre020s,Umgang mit straf-auffälligen Personen,Umgang mit straf-auffälligen Personen,5,37,elaborated,1,2025,female,West Germany,4
gles_mip_v1_0215,1948,1948,pre020s,wirtschaftliche Situation,wirtschaftliche Situation,2,25,short_phrase,22,2025,male,East Germany,6
gles_mip_v1_0216,7151,7151,pre020s,Asylpolitik,Asylpolitik,1,11,single_word,143,2025,male,West Germany,8
gles_mip_v1_0217,230,230,pre020s,"Privatbürger werden zu hohen Ausgaben gezwungen. z.B. E-Autos, Wärmepumpen, das Geld hat man in Rente nicht mehr","Privatbürger werden zu hohen Ausgaben gezwungen. z.B. E-Autos, Wärmepumpen, das Geld hat man in Rente nicht mehr",19,112,elaborated,1,2025,male,West Germany,7
gles_mip_v1_0218,3481,3481,pre020s,Unser Problem ist die gegenwärtige Regierung besonders die Grünen haben unsere Wirtschaft an die Wand gefahren. Weiteres Problem sind die vielen unberechtigten Immigranten im Land.,Unser Problem ist die gegenwärtige Regierung besonders die Grünen haben unsere Wirtschaft an die Wand gefahren. Weiteres Problem sind die vielen unberechtigten Immigranten im Land.,25,180,elaborated,1,2025,male,East Germany,6
gles_mip_v1_0219,1881,1881,pre020s,asylanten,asylanten,1,9,single_word,52,2025,female,West Germany,5
gles_mip_v1_0220,4768,4768,pre020s,Gerechtigkeit,Gerechtigkeit,1,13,single_word,11,2025,female,Unit nonresponse,Unit nonresponse
gles_mip_v1_0221,8140,8140,pre020s,"Es wird sich meiner Meinung nach zu wenig um die Deutschen gekümmert, Wir brauchen ein festes Einkommen. Wir brauchen alle mehr Geld und mehr Möglichkeiten beruflich und finanziell und werden durch viele Sachen in andere Länder und Finanzierungen belastet","Es wird sich meiner Meinung nach zu wenig um die Deutschen gekümmert, Wir brauchen ein festes Einkommen. Wir brauchen alle mehr Geld und mehr Möglichkeiten beruflich und finanziell und werden durch viele Sachen in andere Länder und Finanzierungen belastet",39,255,elaborated,1,2025,female,West Germany,1 left
gles_mip_v1_0222,862,862,pre020s,"Unsichere politische Lage, Energiepreise, Inflation","Unsichere politische Lage, Energiepreise, Inflation",5,51,elaborated,1,2025,female,East Germany,5
gles_mip_v1_0223,5111,5111,pre020s,"Migration, Klima und Wirtschaft","Migration, Klima und Wirtschaft",4,31,short_phrase,1,2025,male,West Germany,1 left
gles_mip_v1_0224,5570,5570,pre020s,Populismus,Populismus,1,10,single_word,5,2025,male,West Germany,5
gles_mip_v1_0225,8174,8174,pre020s,Das keiner hält was er verspricht,Das keiner hält was er verspricht,6,33,elaborated,1,2025,female,West Germany,1 left
gles_mip_v1_0226,7634,7634,pre020s,"Selbstherrliche, egoistische Menschen sind an der Macht","Selbstherrliche, egoistische Menschen sind an der Macht",7,55,elaborated,1,2025,female,West Germany,5
gles_mip_v1_0227,3205,3205,pre020s,Was wird aus der eigenen Bevölkerung,Was wird aus der eigenen Bevölkerung,6,36,elaborated,1,2025,female,Unit nonresponse,Unit nonresponse
gles_mip_v1_0228,6151,6151,pre020s,Zuwanderung,Zuwanderung,1,11,single_word,113,2025,male,East Germany,6
gles_mip_v1_0229,6019,6019,pre020s,Die wirtschaftliche Situation von Unternehmen und Prvathaushalten.,Die wirtschaftliche Situation von Unternehmen und Prvathaushalten.,7,66,elaborated,1,2025,male,West Germany,3
gles_mip_v1_0230,7580,7580,pre020s,Die Politik is das problem,Die Politik is das problem,5,26,elaborated,1,2025,male,West Germany,Not ratable
gles_mip_v1_0231,6778,6778,pre020s,flüchtlinge,flüchtlinge,1,11,single_word,85,2025,female,West Germany,Not ratable
gles_mip_v1_0232,4389,4389,pre020s,Sozialer Frieden,Sozialer Frieden,2,16,short_phrase,2,2025,male,West Germany,7
gles_mip_v1_0233,3635,3635,pre020s,"das Wirtschaftswachstum , in Europa Schlußlicht, der Hamburger Hafen - 22 Prozent Container-Verkehr","das Wirtschaftswachstum , in Europa Schlußlicht, der Hamburger Hafen - 22 Prozent Container-Verkehr",12,99,elaborated,1,2025,male,West Germany,6
gles_mip_v1_0234,2225,2225,pre020s,wirtschaftliche Stabilität,wirtschaftliche Stabilität,2,26,short_phrase,3,2025,female,West Germany,5
gles_mip_v1_0235,8441,8441,pre020s,die illegalen einwanderer,die illegalen einwanderer,3,25,short_phrase,1,2025,female,West Germany,5
gles_mip_v1_0236,7970,7970,pre020s,Der Mittelstand wird ausgenommen.,Der Mittelstand wird ausgenommen.,4,33,short_phrase,1,2025,female,West Germany,4
gles_mip_v1_0237,8732,8732,pre020s,Es wird zuwenig gegen Menschen mit Migrations Hintergrund getan,Es wird zuwenig gegen Menschen mit Migrations Hintergrund getan,9,63,elaborated,1,2025,female,West Germany,9
gles_mip_v1_0238,5776,5776,pre020s,die sich immer mehr verschlechternde situation der rentner,die sich immer mehr verschlechternde situation der rentner,8,58,elaborated,1,2025,female,West Germany,6
gles_mip_v1_0239,3601,3601,pre020s,Asyl und steuer,Asyl und steuer,3,15,short_phrase,1,2025,female,West Germany,5
gles_mip_v1_0240,6896,6896,pre020s,Krieg in der Ukraine und die damit verbundene Aufrüstung,Krieg in der Ukraine und die damit verbundene Aufrüstung,9,56,elaborated,1,2025,female,West Germany,4
gles_mip_v1_0241,2453,2453,pre020s,Zu hohe Steuern,Zu hohe Steuern,3,15,short_phrase,7,2025,male,East Germany,9
gles_mip_v1_0242,8273,8273,pre020s,Migration,Migration,1,9,single_word,1128,2025,male,West Germany,6
gles_mip_v1_0243,6085,6085,pre020s,Das die falschen Leute inne enger Geld bekommen,Das die falschen Leute inne enger Geld bekommen,8,47,elaborated,1,2025,male,West Germany,6
gles_mip_v1_0244,6826,6826,pre020s,unkontrollerite Migration,unkontrollerite Migration,2,25,short_phrase,1,2025,male,West Germany,11 right
gles_mip_v1_0245,2121,2121,pre020s,illegale Migration,illegale Migration,2,18,short_phrase,17,2025,male,West Germany,9
gles_mip_v1_0246,7046,7046,pre020s,Rechtsruck,Rechtsruck,1,10,single_word,46,2025,male,West Germany,3
gles_mip_v1_0247,475,475,pre020s,Die Wirtschlaftsflaute,Die Wirtschlaftsflaute,2,22,short_phrase,1,2025,male,West Germany,7
gles_mip_v1_0248,1695,1695,pre020s,Antidemokratisches und faschistisches Gedankengut wird zunehmend mit größerer Reichweite verbreitet und normalisiert,Antidemokratisches und faschistisches Gedankengut wird zunehmend mit größerer Reichweite verbreitet und normalisiert,12,116,elaborated,1,2025,male,West Germany,3
gles_mip_v1_0249,8919,8919,pre020s,Wirtschaft fördern,Wirtschaft fördern,2,18,short_phrase,1,2025,female,East Germany,6
gles_mip_v1_0250,6632,6632,pre020s,Der wachsende zuwachs von rechten Meinungen,Der wachsende zuwachs von rechten Meinungen,6,43,elaborated,1,2025,female,West Germany,3
gles_mip_v1_0251,7137,7137,pre020s,Das sich die Parteien unter sich nicht einig sind,Das sich die Parteien unter sich nicht einig sind,9,49,elaborated,1,2025,female,West Germany,7
gles_mip_v1_0252,868,868,pre020s,Fehlende Fachleute in der Regierung,Fehlende Fachleute in der Regierung,5,35,elaborated,1,2025,male,West Germany,6
gles_mip_v1_0253,797,797,pre020s,Die Verschwendung von Steuergeld,Die Verschwendung von Steuergeld,4,32,short_phrase,1,2025,female,West Germany,6
gles_mip_v1_0254,7413,7413,pre020s,Wirtschaftlichkeit der Zukunft (10+ Jahre),Wirtschaftlichkeit der Zukunft (10+ Jahre),5,42,elaborated,1,2025,male,West Germany,6
gles_mip_v1_0255,6063,6063,pre020s,Wirtschaftliche Situation,Wirtschaftliche Situation,2,25,short_phrase,22,2025,female,West Germany,1 left
gles_mip_v1_0256,4554,4554,pre020s,Migration,Migration,1,9,single_word,1128,2025,male,West Germany,8
gles_mip_v1_0257,7602,7602,pre020s,Zu viel Geld für Leute die nicht arbeiten gehen,Zu viel Geld für Leute die nicht arbeiten gehen,9,47,elaborated,1,2025,female,West Germany,9
gles_mip_v1_0258,1467,1467,pre020s,"Aufstieg der Nazipartei AfD, Abschröpfen des Mittelstands und den Armen, Rüstung, Inflation, Fachkräftemangel, Leere Rentenkassen und die Krankenhausreformen und gesamte Gesundheitspolitik treibt mir die Tränen in die Augen! usw usw usw......","Aufstieg der Nazipartei AfD, Abschröpfen des Mittelstands und den Armen, Rüstung, Inflation, Fachkräftemangel, Leere Rentenkassen und die Krankenhausreformen und gesamte Gesundheitspolitik treibt mir die Tränen in die Augen! usw usw usw......",31,242,elaborated,1,2025,male,West Germany,5
gles_mip_v1_0259,5964,5964,pre020s,"Bei allen Parteien unfähige, egomanische Dummköpfe, welche ihre Arbeit nicht für das Land machen sondern nur für den eigenen Geldbeutel.","Bei allen Parteien unfähige, egomanische Dummköpfe, welche ihre Arbeit nicht für das Land machen sondern nur für den eigenen Geldbeutel.",20,136,elaborated,1,2025,male,East Germany,No answer
gles_mip_v1_0260,1104,1104,pre020s,Die Einstellung gegen Russland,Die Einstellung gegen Russland,4,30,short_phrase,1,2025,male,West Germany,4
gles_mip_v1_0261,1214,1214,pre020s,Probleme im Eigenen Land zur Zufriedenheit des Volkes zu lösen!,Probleme im Eigenen Land zur Zufriedenheit des Volkes zu lösen!,10,63,elaborated,1,2025,female,West Germany,3
gles_mip_v1_0262,1358,1358,pre020s,"Das es für Menschen, die aus gesundheitlichen Problemen nicht mehr arbeiten können und deswegen das Bürgergeld bz. die EM-Rente (Erwerbsminderungsrente und angeglichen das Bürgergeld bekommen, genügend Geld gibt, damit diese Menschen am Leben teilhaben.","Das es für Menschen, die aus gesundheitlichen Problemen nicht mehr arbeiten können und deswegen das Bürgergeld bz. die EM-Rente (Erwerbsminderungsrente und angeglichen das Bürgergeld bekommen, genügend Geld gibt, damit diese Menschen am Leben teilhaben.",35,253,elaborated,1,2025,male,West Germany,6
gles_mip_v1_0263,8531,8531,pre020s,Wirtschaftliche Entwicklung,Wirtschaftliche Entwicklung,2,27,short_phrase,48,2025,female,West Germany,7
gles_mip_v1_0264,2285,2285,pre020s,"Geld, Flüchtlinge","Geld, Flüchtlinge",2,17,short_phrase,1,2025,female,West Germany,6
gles_mip_v1_0265,7827,7827,pre020s,Einwanderung und deren Bezahlung für alles von unseren Steuergeldern und der vollkommene wahnsinnige Bau von Windkraftanlagen ohne Rücksicht auf Mensch und Natur,Einwanderung und deren Bezahlung für alles von unseren Steuergeldern und der vollkommene wahnsinnige Bau von Windkraftanlagen ohne Rücksicht auf Mensch und Natur,22,161,elaborated,1,2025,female,East Germany,11 right
gles_mip_v1_0266,642,642,pre020s,Ökonomische Entwicklung,Ökonomische Entwicklung,2,23,short_phrase,1,2025,male,West Germany,6
gles_mip_v1_0267,1875,1875,pre020s,zuwanderung/asylpolitik,zuwanderung/asylpolitik,2,23,short_phrase,1,2025,male,East Germany,5
gles_mip_v1_0268,1755,1755,pre020s,Sie reden zu wenig zusammen.,Sie reden zu wenig zusammen.,5,28,elaborated,1,2025,female,West Germany,Not ratable
gles_mip_v1_0269,1640,1640,pre020s,Demokratie,Demokratie,1,10,single_word,25,2025,male,West Germany,6
gles_mip_v1_0270,3147,3147,pre020s,politische Lage,politische Lage,2,15,short_phrase,1,2025,male,East Germany,6
gles_mip_v1_0271,7584,7584,pre020s,der Rechtsruck in der Gesellschaft,der Rechtsruck in der Gesellschaft,5,34,elaborated,1,2025,male,East Germany,5
gles_mip_v1_0272,3417,3417,pre020s,Mehr für die eigene Bevölkerung tun.,Mehr für die eigene Bevölkerung tun.,6,36,elaborated,1,2025,male,East Germany,6
gles_mip_v1_0273,8433,8433,pre020s,Keine Kompetenz der zuständigen Politiker,Keine Kompetenz der zuständigen Politiker,5,41,elaborated,1,2025,female,West Germany,6
gles_mip_v1_0274,4150,4150,pre020s,die Beibehaltung des Rechts auf Asyl,die Beibehaltung des Rechts auf Asyl,6,36,elaborated,1,2025,female,West Germany,2
gles_mip_v1_0275,8949,8949,pre020s,Arbeiten lohnt sich nicht mehr!,Arbeiten lohnt sich nicht mehr!,5,31,elaborated,1,2025,male,West Germany,1 left
gles_mip_v1_0276,4588,4588,pre020s,Keine klare Linie der Ziele,Keine klare Linie der Ziele,5,27,elaborated,1,2025,female,West Germany,3
gles_mip_v1_0277,2918,2918,pre020s,DieErhaltung der Demokratie,DieErhaltung der Demokratie,3,27,short_phrase,1,2025,female,West Germany,3
gles_mip_v1_0278,3438,3438,pre020s,"Beim Koalitionsvertrag können die Parteien sich noch einigen, in der Regierungszeit beharrt jede Partei auf ihrer Meinung und ist nicht bereit sich zu bewegen.","Beim Koalitionsvertrag können die Parteien sich noch einigen, in der Regierungszeit beharrt jede Partei auf ihrer Meinung und ist nicht bereit sich zu bewegen.",24,159,elaborated,1,2025,female,West Germany,4
gles_mip_v1_0279,6930,6930,pre020s,Sanktion für Russland aufzuheben. Inflation zu stoppen,Sanktion für Russland aufzuheben. Inflation zu stoppen,7,54,elaborated,1,2025,female,West Germany,9
gles_mip_v1_0280,9078,9078,pre020s,"Wirtschaftslage (Armut und Reichtum), hohe Steuern","Wirtschaftslage (Armut und Reichtum), hohe Steuern",6,50,elaborated,1,2025,female,West Germany,5
gles_mip_v1_0281,8511,8511,pre020s,"Gerechtigkeit zwischen Arm und Reich, wer viel hat verdient viel und das ist ungerecht","Gerechtigkeit zwischen Arm und Reich, wer viel hat verdient viel und das ist ungerecht",14,86,elaborated,1,2025,male,West Germany,5
gles_mip_v1_0282,7877,7877,pre020s,Globale Sicherheit,Globale Sicherheit,2,18,short_phrase,1,2025,female,West Germany,2
gles_mip_v1_0283,1621,1621,pre020s,Wirtschaftliche Entwicklung,Wirtschaftliche Entwicklung,2,27,short_phrase,48,2025,male,West Germany,6
gles_mip_v1_0284,8120,8120,pre020s,Armut,Armut,1,5,single_word,33,2025,female,West Germany,6
gles_mip_v1_0285,3089,3089,pre020s,mangelde Investitionen in die Infrastruktur,mangelde Investitionen in die Infrastruktur,5,43,elaborated,1,2025,male,West Germany,6
gles_mip_v1_0286,3694,3694,pre020s,Innere Sicherheit,Innere Sicherheit,2,17,short_phrase,38,2025,female,West Germany,5
gles_mip_v1_0287,7019,7019,pre020s,Demokratie zu erhalten,Demokratie zu erhalten,3,22,short_phrase,1,2025,female,West Germany,11 right
gles_mip_v1_0288,5694,5694,pre020s,Wirtschaft in Deutschland,Wirtschaft in Deutschland,3,25,short_phrase,2,2025,female,East Germany,6
gles_mip_v1_0289,8061,8061,pre020s,Migration,Migration,1,9,single_word,1128,2025,male,East Germany,2
gles_mip_v1_0290,8754,8754,pre020s,Migrationspolitik,Migrationspolitik,1,17,single_word,61,2025,female,Unit nonresponse,Unit nonresponse
gles_mip_v1_0291,4254,4254,pre020s,Steigende Inflation,Steigende Inflation,2,19,short_phrase,2,2025,female,East Germany,6
gles_mip_v1_0292,7901,7901,pre020s,Dass alles teurer geworden ist und das Geld nicht mehr reicht trotz Arbeiten,Dass alles teurer geworden ist und das Geld nicht mehr reicht trotz Arbeiten,13,76,elaborated,1,2025,female,West Germany,7
gles_mip_v1_0293,8069,8069,pre020s,die Wirtschaftslage,die Wirtschaftslage,2,19,short_phrase,5,2025,female,East Germany,4
gles_mip_v1_0294,8650,8650,pre020s,Wirtschaft,Wirtschaft,1,10,single_word,1133,2025,female,West Germany,6
gles_mip_v1_0295,7085,7085,pre020s,keine Regierung für das Volk,keine Regierung für das Volk,5,28,elaborated,1,2025,male,East Germany,11 right
gles_mip_v1_0296,4657,4657,pre020s,Migration,Migration,1,9,single_word,1128,2025,male,West Germany,11 right
gles_mip_v1_0297,1337,1337,pre020s,Unkontrollierte Migration/Ausländerkriminiltät,Unkontrollierte Migration/Ausländerkriminiltät,3,46,short_phrase,1,2025,female,West Germany,10
gles_mip_v1_0298,4539,4539,pre020s,"Armut ist immer noch zu groß ich gehöre dazu,alles ist immer noch zu teuer ,Ukraine bekommt nicht alles was sie braucht,wenns das bekommt ist es zuwenig.","Armut ist immer noch zu groß ich gehöre dazu,alles ist immer noch zu teuer ,Ukraine bekommt nicht alles was sie braucht,wenns das bekommt ist es zuwenig.",28,153,elaborated,1,2025,female,East Germany,6
gles_mip_v1_0299,6553,6553,pre020s,Flüchtlinge raus die sich nicht benehmen,Flüchtlinge raus die sich nicht benehmen,6,40,elaborated,1,2025,male,West Germany,Not ratable
gles_mip_v1_0300,6882,6882,pre020s,Wirtschaft und Steuern,Wirtschaft und Steuern,3,22,short_phrase,1,2025,female,West Germany,6
gles_mip_v1_0301,3693,3693,pre020s,Politik für die normalen Bürger zu machen und nicht für die reichen und die Politiker,Politik für die normalen Bürger zu machen und nicht für die reichen und die Politiker,15,85,elaborated,1,2025,male,West Germany,6
gles_mip_v1_0302,4232,4232,pre020s,Asylpolitik,Asylpolitik,1,11,single_word,143,2025,male,West Germany,7
gles_mip_v1_0303,4732,4732,pre020s,Die Einwanderung,Die Einwanderung,2,16,short_phrase,2,2025,male,West Germany,1 left
gles_mip_v1_0304,3950,3950,pre020s,Migration,Migration,1,9,single_word,1128,2025,female,East Germany,6
gles_mip_v1_0305,5895,5895,pre020s,Wohnungsnot,Wohnungsnot,1,11,single_word,9,2025,female,West Germany,Not ratable
gles_mip_v1_0306,3263,3263,pre020s,Schlechte Wirtschaftslage,Schlechte Wirtschaftslage,2,25,short_phrase,11,2025,male,West Germany,6
gles_mip_v1_0307,7158,7158,pre020s,Wirtschaftskrise,Wirtschaftskrise,1,16,single_word,49,2025,male,West Germany,9
gles_mip_v1_0308,1902,1902,pre020s,Ungleiche Steuerverteilung,Ungleiche Steuerverteilung,2,26,short_phrase,1,2025,female,West Germany,3
gles_mip_v1_0309,1876,1876,pre020s,Die vielen Spenden an andere,Die vielen Spenden an andere,5,28,elaborated,1,2025,female,West Germany,5
gles_mip_v1_0310,8607,8607,pre020s,inkontrollierte Zuwanderung,inkontrollierte Zuwanderung,2,27,short_phrase,1,2025,male,West Germany,4
gles_mip_v1_0311,1797,1797,pre020s,Migration,Migration,1,9,single_word,1128,2025,female,West Germany,9
gles_mip_v1_0312,1811,1811,pre020s,Gesetzliche Rentenvorsorge,Gesetzliche Rentenvorsorge,2,26,short_phrase,1,2025,male,West Germany,7
gles_mip_v1_0313,8158,8158,pre020s,Ukraine Krieg,Ukraine Krieg,2,13,short_phrase,10,2025,male,West Germany,4
gles_mip_v1_0314,6884,6884,pre020s,Finanzen,Finanzen,1,8,single_word,25,2025,female,West Germany,5
gles_mip_v1_0315,4437,4437,pre020s,Erhöhung der Kosten,Erhöhung der Kosten,3,19,short_phrase,1,2025,male,West Germany,Not ratable
gles_mip_v1_0316,5814,5814,pre020s,Arbeitsmarkt,Arbeitsmarkt,1,12,single_word,5,2025,male,West Germany,Not ratable
gles_mip_v1_0317,2288,2288,pre020s,Falsche Regierung,Falsche Regierung,2,17,short_phrase,1,2025,female,West Germany,Not ratable
gles_mip_v1_0318,5528,5528,pre020s,Katastrophales Gesundheitssystem,Katastrophales Gesundheitssystem,2,32,short_phrase,1,2025,female,East Germany,3
gles_mip_v1_0319,6529,6529,pre020s,Illigale Einwanderer die sich nicht anpassen und benehmen können,Illigale Einwanderer die sich nicht anpassen und benehmen können,9,64,elaborated,1,2025,male,West Germany,7
gles_mip_v1_0320,882,882,pre020s,Dass man immer noch,Dass man immer noch,4,19,short_phrase,1,2025,female,West Germany,6
gles_mip_v1_0321,8809,8809,pre020s,Migration,Migration,1,9,single_word,1128,2025,male,West Germany,4
gles_mip_v1_0322,7223,7223,pre020s,Wirtschaft,Wirtschaft,1,10,single_word,1133,2025,female,West Germany,8
gles_mip_v1_0323,792,792,pre020s,Afd/Ausländerfeindlichkeit,Afd/Ausländerfeindlichkeit,2,26,short_phrase,1,2025,female,West Germany,5
gles_mip_v1_0324,500,500,pre020s,Rentensystem,Rentensystem,1,12,single_word,3,2025,male,West Germany,6
gles_mip_v1_0325,4555,4555,pre020s,Jeder der illegal eingereist ist darf bleiben,Jeder der illegal eingereist ist darf bleiben,7,45,elaborated,1,2025,male,East Germany,2
gles_mip_v1_0326,1373,1373,pre020s,Die sind sich nie einig,Die sind sich nie einig,5,23,elaborated,1,2025,male,East Germany,Not ratable
gles_mip_v1_0327,7781,7781,pre020s,Unstimmigkeiten,Unstimmigkeiten,1,15,single_word,1,2025,female,West Germany,6
gles_mip_v1_0328,8969,8969,pre020s,Energiewende,Energiewende,1,12,single_word,18,2025,male,West Germany,10
gles_mip_v1_0329,644,644,pre020s,Alle Parteien zusammen denken nicht gemeinsam an Deutschland,Alle Parteien zusammen denken nicht gemeinsam an Deutschland,8,60,elaborated,1,2025,male,West Germany,5
gles_mip_v1_0330,1449,1449,pre020s,Wirtschaft,Wirtschaft,1,10,single_word,1133,2025,male,West Germany,5
gles_mip_v1_0331,7366,7366,pre020s,Zu viele kriminelle illegale Ausländer,Zu viele kriminelle illegale Ausländer,5,38,elaborated,1,2025,female,West Germany,8
gles_mip_v1_0332,1493,1493,pre020s,Problem der gerechten Verteilung von Sozialleistungen,Problem der gerechten Verteilung von Sozialleistungen,6,53,elaborated,1,2025,female,West Germany,6
